truck_state,load,decision,decision_score,outcome,future_state,regret,timestamp
"{'fuel_percent': 49, 'time_left_hours': 5.7, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 1.2, 'profit_inr': 2742}",ACCEPT,20.22,"{'actual_profit_inr': 2523, 'delay_hours': 1.48, 'fuel_used_percent': 6}","{'time_left_hours': 4.5, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 28, 'time_left_hours': 3.5, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 0.9, 'profit_inr': 1322}",ACCEPT,14.77,"{'actual_profit_inr': 1157, 'delay_hours': 0.48, 'fuel_used_percent': 13}","{'time_left_hours': 2.6, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 65, 'time_left_hours': 3.4, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.8, 'profit_inr': 1957}",REJECT,2.63,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5999999999999999, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 75, 'time_left_hours': 3.3, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 1.6, 'profit_inr': 1032}",ACCEPT,18.13,"{'actual_profit_inr': 822, 'delay_hours': 0.34, 'fuel_used_percent': 8}","{'time_left_hours': 1.6999999999999997, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 71, 'time_left_hours': 2.9, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.3, 'profit_inr': 1694}",REJECT,-7.56,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5999999999999999, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 29, 'time_left_hours': 3.8, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 0.8, 'profit_inr': 2824}",REJECT,-5.18,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 76, 'time_left_hours': 5.0, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 0.9, 'profit_inr': 2926}",ACCEPT,-9.44,"{'actual_profit_inr': 2803, 'delay_hours': 1.26, 'fuel_used_percent': 6}","{'time_left_hours': 4.1, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 51, 'time_left_hours': 4.5, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 2712}",REJECT,26.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.9, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 43, 'time_left_hours': 3.7, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 1673}",ACCEPT,-4.2,"{'actual_profit_inr': 1409, 'delay_hours': 0.91, 'fuel_used_percent': 11}","{'time_left_hours': 2.2, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 38, 'time_left_hours': 4.5, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 0.9, 'profit_inr': 855}",ACCEPT,15.38,"{'actual_profit_inr': 727, 'delay_hours': 1.04, 'fuel_used_percent': 13}","{'time_left_hours': 3.6, 'capacity_left_tons': 3}",1,2026-02-01T02:45:42.008083
"{'fuel_percent': 22, 'time_left_hours': 2.6, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 2759}",REJECT,1.73,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.0, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 32, 'time_left_hours': 3.7, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.3, 'profit_inr': 2651}",REJECT,10.41,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.4000000000000004, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 49, 'time_left_hours': 3.3, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 1550}",ACCEPT,-7.78,"{'actual_profit_inr': 1467, 'delay_hours': 0.51, 'fuel_used_percent': 9}","{'time_left_hours': 2.5999999999999996, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 27, 'time_left_hours': 5.7, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 2.0, 'profit_inr': 2982}",ACCEPT,-19.89,"{'actual_profit_inr': 2821, 'delay_hours': 0.36, 'fuel_used_percent': 12}","{'time_left_hours': 3.7, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 61, 'time_left_hours': 3.9, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 2550}",ACCEPT,-4.25,"{'actual_profit_inr': 2501, 'delay_hours': 0.21, 'fuel_used_percent': 15}","{'time_left_hours': 3.3, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 45, 'time_left_hours': 2.2, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.2, 'profit_inr': 1945}",ACCEPT,25.31,"{'actual_profit_inr': 1869, 'delay_hours': 1.15, 'fuel_used_percent': 15}","{'time_left_hours': 1.0000000000000002, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 55, 'time_left_hours': 2.2, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 2753}",REJECT,10.48,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.40000000000000013, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 58, 'time_left_hours': 4.2, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 2617}",ACCEPT,4.57,"{'actual_profit_inr': 2599, 'delay_hours': 1.3, 'fuel_used_percent': 12}","{'time_left_hours': 3.1, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 39, 'time_left_hours': 2.3, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 0.8, 'profit_inr': 2285}",ACCEPT,0.37,"{'actual_profit_inr': 2216, 'delay_hours': 0.68, 'fuel_used_percent': 15}","{'time_left_hours': 1.4999999999999998, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 40, 'time_left_hours': 2.5, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 797}",REJECT,26.43,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.8, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 55, 'time_left_hours': 5.7, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 802}",REJECT,-10.73,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.6, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 54, 'time_left_hours': 4.8, 'capacity_left_tons': 2}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 2907}",ACCEPT,5.57,"{'actual_profit_inr': 2885, 'delay_hours': 0.71, 'fuel_used_percent': 15}","{'time_left_hours': 3.1999999999999997, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 66, 'time_left_hours': 2.1, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 1.3, 'profit_inr': 905}",REJECT,14.51,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.8, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 58, 'time_left_hours': 2.5, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 1013}",REJECT,-12.25,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.2, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 47, 'time_left_hours': 3.6, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 0.8, 'profit_inr': 1061}",REJECT,28.33,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.8, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 27, 'time_left_hours': 2.5, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.1, 'profit_inr': 1689}",ACCEPT,-17.3,"{'actual_profit_inr': 1437, 'delay_hours': 0.73, 'fuel_used_percent': 8}","{'time_left_hours': 1.4, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 44, 'time_left_hours': 4.7, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 2930}",REJECT,24.77,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.7, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 66, 'time_left_hours': 2.2, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.3, 'profit_inr': 2800}",ACCEPT,20.12,"{'actual_profit_inr': 2527, 'delay_hours': 0.08, 'fuel_used_percent': 9}","{'time_left_hours': 0.9000000000000001, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 29, 'time_left_hours': 5.4, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 0.8, 'profit_inr': 1209}",REJECT,4.79,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.6000000000000005, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 25, 'time_left_hours': 5.4, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.4, 'profit_inr': 2507}",ACCEPT,29.6,"{'actual_profit_inr': 2278, 'delay_hours': 0.89, 'fuel_used_percent': 14}","{'time_left_hours': 4.0, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 72, 'time_left_hours': 3.6, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 0.5, 'profit_inr': 2497}",REJECT,23.61,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.1, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 55, 'time_left_hours': 3.4, 'capacity_left_tons': 10}","{'load_weight_tons': 3, 'additional_time_hours': 1.4, 'profit_inr': 621}",REJECT,8.68,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.0, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 65, 'time_left_hours': 5.2, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1854}",ACCEPT,5.12,"{'actual_profit_inr': 1727, 'delay_hours': 0.68, 'fuel_used_percent': 15}","{'time_left_hours': 3.4000000000000004, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 33, 'time_left_hours': 5.0, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 2414}",ACCEPT,28.54,"{'actual_profit_inr': 2184, 'delay_hours': 0.74, 'fuel_used_percent': 9}","{'time_left_hours': 4.0, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 58, 'time_left_hours': 4.3, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1964}",REJECT,17.44,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.5, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 50, 'time_left_hours': 4.2, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 647}",REJECT,-7.55,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.9000000000000004, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 23, 'time_left_hours': 5.4, 'capacity_left_tons': 4}","{'load_weight_tons': 3, 'additional_time_hours': 1.9, 'profit_inr': 2654}",REJECT,20.47,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5000000000000004, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 59, 'time_left_hours': 3.9, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.4, 'profit_inr': 1182}",REJECT,18.3,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.5, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 32, 'time_left_hours': 4.7, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.9, 'profit_inr': 774}",ACCEPT,-0.17,"{'actual_profit_inr': 476, 'delay_hours': 0.64, 'fuel_used_percent': 14}","{'time_left_hours': 2.8000000000000003, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 29, 'time_left_hours': 3.6, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 1427}",ACCEPT,-5.05,"{'actual_profit_inr': 1285, 'delay_hours': 1.0, 'fuel_used_percent': 5}","{'time_left_hours': 2.2, 'capacity_left_tons': -2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 77, 'time_left_hours': 4.9, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.4, 'profit_inr': 842}",REJECT,-3.2,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5000000000000004, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 48, 'time_left_hours': 5.2, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 623}",REJECT,2.72,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.4000000000000004, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 21, 'time_left_hours': 2.6, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.3, 'profit_inr': 946}",REJECT,-7.95,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.3, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 46, 'time_left_hours': 5.6, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 0.9, 'profit_inr': 2714}",ACCEPT,26.4,"{'actual_profit_inr': 2647, 'delay_hours': 1.23, 'fuel_used_percent': 15}","{'time_left_hours': 4.699999999999999, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.008083
"{'fuel_percent': 26, 'time_left_hours': 5.0, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 1069}",REJECT,5.68,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.2, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 69, 'time_left_hours': 3.9, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.0, 'profit_inr': 1946}",ACCEPT,-7.85,"{'actual_profit_inr': 1860, 'delay_hours': 0.01, 'fuel_used_percent': 14}","{'time_left_hours': 2.9, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 75, 'time_left_hours': 5.1, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 0.8, 'profit_inr': 1486}",ACCEPT,19.89,"{'actual_profit_inr': 1397, 'delay_hours': 1.31, 'fuel_used_percent': 12}","{'time_left_hours': 4.3, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 67, 'time_left_hours': 4.9, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.1, 'profit_inr': 1884}",REJECT,8.91,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.8000000000000003, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 35, 'time_left_hours': 2.8, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 1739}",REJECT,-10.3,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.0999999999999999, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 44, 'time_left_hours': 3.1, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 2670}",ACCEPT,26.87,"{'actual_profit_inr': 2373, 'delay_hours': 0.84, 'fuel_used_percent': 13}","{'time_left_hours': 2.4000000000000004, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 77, 'time_left_hours': 4.6, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 0.6, 'profit_inr': 2244}",ACCEPT,16.71,"{'actual_profit_inr': 2076, 'delay_hours': 1.42, 'fuel_used_percent': 6}","{'time_left_hours': 3.9999999999999996, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 57, 'time_left_hours': 4.7, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.2, 'profit_inr': 2666}",ACCEPT,11.19,"{'actual_profit_inr': 2370, 'delay_hours': 0.94, 'fuel_used_percent': 5}","{'time_left_hours': 3.5, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 23, 'time_left_hours': 2.4, 'capacity_left_tons': 4}","{'load_weight_tons': 3, 'additional_time_hours': 1.3, 'profit_inr': 2677}",ACCEPT,21.26,"{'actual_profit_inr': 2521, 'delay_hours': 1.46, 'fuel_used_percent': 5}","{'time_left_hours': 1.0999999999999999, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 29, 'time_left_hours': 5.3, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.6, 'profit_inr': 2899}",REJECT,6.1,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.6999999999999997, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 29, 'time_left_hours': 3.3, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 2029}",ACCEPT,14.91,"{'actual_profit_inr': 1996, 'delay_hours': 0.53, 'fuel_used_percent': 11}","{'time_left_hours': 2.0999999999999996, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 77, 'time_left_hours': 2.7, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 0.8, 'profit_inr': 2296}",REJECT,12.95,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.9000000000000001, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 48, 'time_left_hours': 4.3, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 0.9, 'profit_inr': 852}",REJECT,3.33,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.4, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 32, 'time_left_hours': 3.5, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.0, 'profit_inr': 1826}",REJECT,7.79,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.5, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 67, 'time_left_hours': 2.5, 'capacity_left_tons': 2}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 969}",REJECT,21.07,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 66, 'time_left_hours': 3.7, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 1354}",REJECT,3.01,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.0, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 79, 'time_left_hours': 3.0, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 0.8, 'profit_inr': 1325}",ACCEPT,-15.32,"{'actual_profit_inr': 1046, 'delay_hours': 0.31, 'fuel_used_percent': 10}","{'time_left_hours': 2.2, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 40, 'time_left_hours': 5.2, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 1616}",REJECT,-9.14,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.8000000000000003, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 70, 'time_left_hours': 5.5, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 1963}",ACCEPT,-12.49,"{'actual_profit_inr': 1786, 'delay_hours': 0.43, 'fuel_used_percent': 13}","{'time_left_hours': 4.8, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 67, 'time_left_hours': 3.4, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 0.5, 'profit_inr': 1675}",ACCEPT,9.97,"{'actual_profit_inr': 1443, 'delay_hours': 0.52, 'fuel_used_percent': 15}","{'time_left_hours': 2.9, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 75, 'time_left_hours': 3.2, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.6, 'profit_inr': 2146}",ACCEPT,3.2,"{'actual_profit_inr': 2015, 'delay_hours': 0.23, 'fuel_used_percent': 7}","{'time_left_hours': 1.6, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.009091
"{'fuel_percent': 57, 'time_left_hours': 4.9, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.4, 'profit_inr': 1255}",ACCEPT,19.56,"{'actual_profit_inr': 997, 'delay_hours': 0.76, 'fuel_used_percent': 5}","{'time_left_hours': 3.5000000000000004, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.009091
